P_value,Ensembl_id,FDR(Bonferroni),Protein_name,Relationship,UniProt_id,FDR(BH),Gene_id,Gene_symbol,Gene_name,Chromosome
0.025237,ENSG00000166411,1.0,,By_ingredient,,0.067052,SMTT07339,IDH3A,isocitrate dehydrogenase 3 (NAD(+)) alpha,
0.049839,ENSG00000067829,1.0,,By_ingredient,,0.090719,SMTT07340,IDH3G,isocitrate dehydrogenase 3 (NAD(+)) gamma,
0.025237,ENSG00000188676,1.0,,By_ingredient,,0.067052,SMTT07343,IDO2,"indoleamine 2,3-dioxygenase 2",
0.008484,ENSG00000163395,1.0,,By_ingredient,,0.044522,SMTT07389,IGFN1,immunoglobulin-like and fibronectin type III domain containing 1,
0.008484,ENSG00000179057,1.0,,By_ingredient,,0.044522,SMTT07392,IGSF22,immunoglobulin superfamily member 22,
0.033507,ENSG00000123999,1.0,,By_ingredient,,0.075179,SMTT07453,INHA,inhibin alpha subunit,
0.025237,ENSG00000122641,1.0,,By_ingredient,,0.067052,SMTT07454,INHBA,inhibin beta A subunit,
0.016896,ENSG00000163083,1.0,,By_ingredient,,0.057825,SMTT07455,INHBB,inhibin beta B subunit,
0.008484,ENSG00000175189,1.0,,By_ingredient,,0.044522,SMTT07456,INHBC,inhibin beta C subunit,
0.025237,ENSG00000139269,1.0,,By_ingredient,,0.067052,SMTT07457,INHBE,inhibin beta E subunit,
0.008484,ENSG00000254959,1.0,,By_ingredient,,0.044522,SMTT07459,INMT-MINDY4,INMT-MINDY4 readthrough (NMD candidate),
0.008484,ENSG00000127054,1.0,,By_ingredient,,0.044522,SMTT07475,INTS11,integrator complex subunit 11,
0.008484,ENSG00000104299,1.0,,By_ingredient,,0.044522,SMTT07480,INTS9,integrator complex subunit 9,
0.016896,ENSG00000127080,1.0,,By_ingredient,,0.057825,SMTT07492,IPPK,inositol-pentakisphosphate 2-kinase,
0.008484,ENSG00000136381,1.0,,By_ingredient,,0.044522,SMTT07504,IREB2,iron responsive element binding protein 2,
0.033507,ENSG00000183560,1.0,,By_ingredient,,0.075179,SMTT07552,IZUMO1R,"IZUMO1 receptor, JUNO",
0.041708,ENSG00000182255,1.0,,By_ingredient,,0.083195,SMTT07581,KCNA4,potassium voltage-gated channel subfamily A member 4,
0.025237,ENSG00000169282,1.0,,By_ingredient,,0.067052,SMTT07584,KCNAB1,potassium voltage-gated channel subfamily A member regulatory beta subunit 1,
0.025237,ENSG00000170049,1.0,,By_ingredient,,0.067052,SMTT07585,KCNAB3,potassium voltage-gated channel subfamily A regulatory beta subunit 3,
0.033507,ENSG00000184185,1.0,,By_ingredient,,0.075179,SMTT07602,KCNJ12,potassium voltage-gated channel subfamily J member 12,
0.041708,ENSG00000182324,1.0,,By_ingredient,,0.083195,SMTT07603,KCNJ14,potassium voltage-gated channel subfamily J member 14,
0.033507,ENSG00000157551,1.0,,By_ingredient,,0.075179,SMTT07604,KCNJ15,potassium voltage-gated channel subfamily J member 15,
0.041708,ENSG00000153822,1.0,,By_ingredient,,0.083195,SMTT07605,KCNJ16,potassium voltage-gated channel subfamily J member 16,
0.033507,ENSG00000162989,1.0,,By_ingredient,,0.075179,SMTT07606,KCNJ3,potassium voltage-gated channel subfamily J member 3,
0.033507,ENSG00000168135,1.0,,By_ingredient,,0.075179,SMTT07607,KCNJ4,potassium voltage-gated channel subfamily J member 4,
0.033507,ENSG00000162728,1.0,,By_ingredient,,0.075179,SMTT07608,KCNJ9,potassium voltage-gated channel subfamily J member 9,
0.008484,ENSG00000197993,1.0,,By_ingredient,,0.044522,SMTT07648,KEL,"Kell blood group, metallo-endopeptidase",
0.00194,ENSG00000121774,1.0,,By_ingredient,,0.023272,SMTT07650,KHDRBS1,"KH RNA binding domain containing, signal transduction associated 1",
0.033507,ENSG00000088247,1.0,,By_ingredient,,0.075179,SMTT07653,KHSRP,KH-type splicing regulatory protein,
0.041708,ENSG00000111796,1.0,,By_ingredient,,0.083195,SMTT07735,KLRB1,killer cell lectin like receptor B1,
0.041708,ENSG00000134539,1.0,,By_ingredient,,0.083195,SMTT07738,KLRD1,killer cell lectin like receptor D1,
0.049839,ENSG00000256797,1.0,,By_ingredient,,0.090719,SMTT07739,KLRF2,killer cell lectin like receptor F2,
0.041708,ENSG00000139187,1.0,,By_ingredient,,0.083195,SMTT07740,KLRG1,killer cell lectin like receptor G1,
0.049839,ENSG00000188883,1.0,,By_ingredient,,0.090719,SMTT07741,KLRG2,killer cell lectin like receptor G2,
0.033507,ENSG00000114030,1.0,,By_ingredient,,0.075179,SMTT07753,KPNA1,karyopherin subunit alpha 1,
0.041708,ENSG00000182481,1.0,,By_ingredient,,0.083195,SMTT07754,KPNA2,karyopherin subunit alpha 2,
0.041708,ENSG00000186432,1.0,,By_ingredient,,0.083195,SMTT07756,KPNA4,karyopherin subunit alpha 4,
0.008484,ENSG00000196911,1.0,,By_ingredient,,0.044522,SMTT07757,KPNA5,karyopherin subunit alpha 5,
0.008484,ENSG00000025800,1.0,,By_ingredient,,0.044522,SMTT07758,KPNA6,karyopherin subunit alpha 6,
0.008484,ENSG00000185467,1.0,,By_ingredient,,0.044522,SMTT07759,KPNA7,karyopherin subunit alpha 7,
0.025237,ENSG00000126790,1.0,,By_ingredient,,0.067052,SMTT07786,L3HYPDH,trans-L-3-hydroxyproline dehydratase,
0.049839,ENSG00000103642,1.0,,By_ingredient,,0.090719,SMTT07788,LACTB,lactamase beta,
0.025237,ENSG00000215906,1.0,,By_ingredient,,0.067052,SMTT07790,LACTBL1,lactamase beta like 1,
0.041708,ENSG00000205629,1.0,,By_ingredient,,0.083195,SMTT07819,LCMT1,leucine carboxyl methyltransferase 1,
0.033507,ENSG00000166800,1.0,,By_ingredient,,0.075179,SMTT07830,LDHAL6A,lactate dehydrogenase A like 6A,
0.033507,ENSG00000171989,1.0,,By_ingredient,,0.075179,SMTT07831,LDHAL6B,lactate dehydrogenase A like 6B,
0.000447,ENSG00000111716,1.0,,By_ingredient,,0.009268,SMTT07832,LDHB,lactate dehydrogenase B,
0.016896,ENSG00000243709,1.0,,By_ingredient,,0.057825,SMTT07840,LEFTY1,left-right determination factor 1,
0.016896,ENSG00000143768,1.0,,By_ingredient,,0.057825,SMTT07841,LEFTY2,left-right determination factor 2,
0.016896,ENSG00000107902,1.0,,By_ingredient,,0.057825,SMTT07864,LHPP,phospholysine phosphohistidine inorganic pyrophosphate phosphatase,
0.033507,ENSG00000164167,1.0,,By_ingredient,,0.075179,SMTT08009,LSM6,"LSM6 homolog, U6 small nuclear RNA and mRNA degradation associated",
0.033507,ENSG00000079257,1.0,,By_ingredient,,0.075179,SMTT08027,LXN,latexin,
0.016896,ENSG00000183742,1.0,,By_ingredient,,0.057825,SMTT08039,MACC1,"MACC1, MET transcriptional regulator",
0.008484,ENSG00000197769,1.0,,By_ingredient,,0.044522,SMTT08071,MAP1LC3C,microtubule associated protein 1 light chain 3 gamma,
0.009223,ENSG00000112062,1.0,,By_ingredient,,0.046147,SMTT08093,MAPK14,mitogen-activated protein kinase 14,
0.008484,ENSG00000116141,1.0,,By_ingredient,,0.044522,SMTT08102,MARK1,microtubule affinity regulating kinase 1,
0.016896,ENSG00000072518,1.0,,By_ingredient,,0.057825,SMTT08103,MARK2,microtubule affinity regulating kinase 2,
0.008484,ENSG00000075413,1.0,,By_ingredient,,0.044522,SMTT08104,MARK3,microtubule affinity regulating kinase 3,
0.041708,ENSG00000007047,1.0,,By_ingredient,,0.083195,SMTT08105,MARK4,microtubule affinity regulating kinase 4,
0.049839,ENSG00000140943,1.0,,By_ingredient,,0.090719,SMTT08128,MBTPS1,"membrane bound transcription factor peptidase, site 1",
0.033507,ENSG00000014641,1.0,,By_ingredient,,0.075179,SMTT08143,MDH1,malate dehydrogenase 1,
0.025237,ENSG00000138400,1.0,,By_ingredient,,0.067052,SMTT08144,MDH1B,malate dehydrogenase 1B,
0.025237,ENSG00000198625,1.0,,By_ingredient,,0.067052,SMTT08147,MDM4,"MDM4, p53 regulator",
0.000447,ENSG00000082212,1.0,,By_ingredient,,0.009269,SMTT08149,ME2,malic enzyme 2,
0.049839,ENSG00000164024,1.0,,By_ingredient,,0.090719,SMTT08176,METAP1,methionyl aminopeptidase 1,
0.041708,ENSG00000172878,1.0,,By_ingredient,,0.083195,SMTT08177,METAP1D,"methionyl aminopeptidase type 1D, mitochondrial",
0.011141,ENSG00000111142,1.0,,By_ingredient,,0.049825,SMTT08178,METAP2,methionyl aminopeptidase 2,
0.033507,ENSG00000139780,1.0,,By_ingredient,,0.075179,SMTT08183,METTL21C,methyltransferase like 21C,
0.033507,ENSG00000165171,1.0,,By_ingredient,,0.075179,SMTT08184,METTL27,methyltransferase like 27,
0.016896,ENSG00000283904,1.0,,By_ingredient,,0.057825,SMTT08227,MIR155,microRNA 155,
0.008484,ENSG00000207607,1.0,,By_ingredient,,0.044522,SMTT08231,MIR200A,microRNA 200a,
0.016896,ENSG00000284190,1.0,,By_ingredient,,0.057825,SMTT08234,MIR21,microRNA 21,
0.041708,ENSG00000124217,1.0,,By_ingredient,,0.083195,SMTT08274,MOCS3,molybdenum cofactor synthesis 3,
0.016896,ENSG00000057935,1.0,,By_ingredient,,0.057825,SMTT08382,MTA3,metastasis associated 1 family member 3,
0.008484,ENSG00000127989,1.0,,By_ingredient,,0.044522,SMTT08388,MTERF1,mitochondrial transcription termination factor 1,
0.016896,ENSG00000159593,1.0,,By_ingredient,,0.057825,SMTT08499,NAE1,NEDD8 activating enzyme E1 subunit 1,
0.008484,ENSG00000135372,1.0,,By_ingredient,,0.044522,SMTT08515,NAT10,N-acetyltransferase 10,
0.010979,ENSG00000140396,1.0,,By_ingredient,,0.049538,SMTT08542,NCOA2,nuclear receptor coactivator 2,
0.02835,ENSG00000244005,1.0,,By_ingredient,,0.070638,SMTT08605,NFS1,"NFS1, cysteine desulfurase",
0.025237,ENSG00000196290,1.0,,By_ingredient,,0.067052,SMTT08616,NIF3L1,NGG1 interacting factor 3 like 1,
0.041708,ENSG00000243678,1.0,,By_ingredient,,0.083195,SMTT08648,NME2,NME/NM23 nucleoside diphosphate kinase 2,
0.041708,ENSG00000103024,1.0,,By_ingredient,,0.083195,SMTT08649,NME3,NME/NM23 nucleoside diphosphate kinase 3,
0.033507,ENSG00000103202,1.0,,By_ingredient,,0.075179,SMTT08650,NME4,NME/NM23 nucleoside diphosphate kinase 4,
0.025237,ENSG00000112981,1.0,,By_ingredient,,0.067052,SMTT08651,NME5,NME/NM23 family member 5,
0.025237,ENSG00000172113,1.0,,By_ingredient,,0.067052,SMTT08652,NME6,NME/NM23 nucleoside diphosphate kinase 6,
0.033507,ENSG00000143156,1.0,,By_ingredient,,0.075179,SMTT08653,NME7,NME/NM23 family member 7,
0.016896,ENSG00000157064,1.0,,By_ingredient,,0.057825,SMTT08655,NMNAT2,nicotinamide nucleotide adenylyltransferase 2,
0.016896,ENSG00000163864,1.0,,By_ingredient,,0.057825,SMTT08656,NMNAT3,nicotinamide nucleotide adenylyltransferase 3,
0.016896,ENSG00000106100,1.0,,By_ingredient,,0.057825,SMTT08667,NOD1,nucleotide binding oligomerization domain containing 1,
0.016896,ENSG00000168824,1.0,,By_ingredient,,0.057825,SMTT08732,NSG1,neuronal vesicle trafficking associated 1,
0.041708,ENSG00000122824,1.0,,By_ingredient,,0.083195,SMTT08759,NUDT10,nudix hydrolase 10,
0.016896,ENSG00000170917,1.0,,By_ingredient,,0.057825,SMTT08768,NUDT6,nudix hydrolase 6,
0.033507,ENSG00000154358,1.0,,By_ingredient,,0.075179,SMTT08804,OBSCN,"obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF",
0.001463,ENSG00000072682,1.0,,By_ingredient,,0.019689,SMTT08891,P4HA2,prolyl 4-hydroxylase subunit alpha 2,
0.033507,ENSG00000090060,1.0,,By_ingredient,,0.075179,SMTT08922,PAPOLA,poly(A) polymerase alpha,
0.016896,ENSG00000218823,1.0,,By_ingredient,,0.057825,SMTT08923,PAPOLB,poly(A) polymerase beta,
0.016896,ENSG00000115421,1.0,,By_ingredient,,0.057825,SMTT08924,PAPOLG,poly(A) polymerase gamma,
0.016896,ENSG00000138801,1.0,,By_ingredient,,0.057825,SMTT08925,PAPSS1,3'-phosphoadenosine 5'-phosphosulfate synthase 1,
0.025237,ENSG00000059378,1.0,,By_ingredient,,0.067052,SMTT08937,PARP12,poly(ADP-ribose) polymerase family member 12,
0.049839,ENSG00000115257,1.0,,By_ingredient,,0.090719,SMTT09026,PCSK4,proprotein convertase subtilisin/kexin type 4,
0.012311,ENSG00000138735,1.0,,By_ingredient,,0.050872,SMTT09049,PDE5A,phosphodiesterase 5A,
0.049839,ENSG00000258429,1.0,,By_ingredient,,0.090719,SMTT09054,PDF,"peptide deformylase, mitochondrial",
0.049839,ENSG00000185615,1.0,,By_ingredient,,0.090719,SMTT09056,PDIA2,protein disulfide isomerase family A member 2,
0.049839,ENSG00000065485,1.0,,By_ingredient,,0.090719,SMTT09059,PDIA5,protein disulfide isomerase family A member 5,
0.049839,ENSG00000169340,1.0,,By_ingredient,,0.090719,SMTT09062,PDILT,"protein disulfide isomerase like, testis expressed",
0.033507,ENSG00000154553,1.0,,By_ingredient,,0.075179,SMTT09069,PDLIM3,PDZ and LIM domain 3,
0.049839,ENSG00000241360,1.0,,By_ingredient,,0.090719,SMTT09080,PDXP,pyridoxal phosphatase,
0.049839,ENSG00000171314,1.0,,By_ingredient,,0.090719,SMTT09114,PGAM1,phosphoglycerate mutase 1,
0.033507,ENSG00000130313,1.0,,By_ingredient,,0.075179,SMTT09123,PGLS,6-phosphogluconolactonase,
0.012311,ENSG00000175309,1.0,,By_ingredient,,0.050872,SMTT09164,PHYKPL,5-phosphohydroxy-L-lysine phospho-lyase,
0.018907,ENSG00000051382,1.0,,By_ingredient,,0.060162,SMTT09185,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta",
0.017491,ENSG00000105851,1.0,,By_ingredient,,0.058384,SMTT09186,PIK3CG,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit gamma",
0.008484,ENSG00000085514,1.0,,By_ingredient,,0.044522,SMTT09189,PILRA,paired immunoglobin like type 2 receptor alpha,
0.03206,ENSG00000171033,1.0,,By_ingredient,,0.07399,SMTT09205,PKIA,cAMP-dependent protein kinase inhibitor alpha,
0.000622,ENSG00000067225,1.0,,By_ingredient,,0.011577,SMTT09207,PKM,pyruvate kinase M1/2,
0.033507,ENSG00000107679,1.0,,By_ingredient,,0.075179,SMTT09242,PLEKHA1,pleckstrin homology domain containing A1,
0.033507,ENSG00000100417,1.0,,By_ingredient,,0.075179,SMTT09288,PMM1,phosphomannomutase 1,
0.025237,ENSG00000086717,1.0,,By_ingredient,,0.067052,SMTT09366,PPEF1,protein phosphatase with EF-hand domain 1,
0.025237,ENSG00000156194,1.0,,By_ingredient,,0.067052,SMTT09367,PPEF2,protein phosphatase with EF-hand domain 2,
0.033507,ENSG00000100614,1.0,,By_ingredient,,0.075179,SMTT09386,PPM1A,"protein phosphatase, Mg2+/Mn2+ dependent 1A",
0.008484,ENSG00000167641,1.0,,By_ingredient,,0.044522,SMTT09404,PPP1R14A,protein phosphatase 1 regulatory inhibitor subunit 14A,
0.025237,ENSG00000107758,1.0,,By_ingredient,,0.067052,SMTT09426,PPP3CB,protein phosphatase 3 catalytic subunit beta,
0.025237,ENSG00000120910,1.0,,By_ingredient,,0.067052,SMTT09427,PPP3CC,protein phosphatase 3 catalytic subunit gamma,
0.049839,ENSG00000149923,1.0,,By_ingredient,,0.090719,SMTT09430,PPP4C,protein phosphatase 4 catalytic subunit,
0.025237,ENSG00000230510,1.0,,By_ingredient,,0.067052,SMTT09432,PPP5D1,PPP5 tetratricopeptide repeat domain containing 1,
0.049839,ENSG00000117450,1.0,,By_ingredient,,0.090719,SMTT09450,PRDX1,peroxiredoxin 1,
0.00795,ENSG00000167815,1.0,,By_ingredient,,0.043536,SMTT09451,PRDX2,peroxiredoxin 2,
0.041708,ENSG00000165672,1.0,,By_ingredient,,0.083195,SMTT09452,PRDX3,peroxiredoxin 3,
0.049839,ENSG00000186652,1.0,,By_ingredient,,0.090719,SMTT09457,PRG2,"proteoglycan 2, pro eosinophil major basic protein",
0.049839,ENSG00000156575,1.0,,By_ingredient,,0.090719,SMTT09458,PRG3,"proteoglycan 3, pro eosinophil major basic protein 2",
0.041708,ENSG00000198056,1.0,,By_ingredient,,0.083195,SMTT09460,PRIM1,DNA primase subunit 1,
5e-06,ENSG00000132356,1.0,,By_ingredient,,0.00034,SMTT09461,PRKAA1,protein kinase AMP-activated catalytic subunit alpha 1,
6e-06,ENSG00000162409,1.0,,By_ingredient,,0.000389,SMTT09462,PRKAA2,protein kinase AMP-activated catalytic subunit alpha 2,
8.8e-05,ENSG00000111725,1.0,,By_ingredient,,0.002997,SMTT09463,PRKAB1,protein kinase AMP-activated non-catalytic subunit beta 1,
0.033507,ENSG00000131791,1.0,,By_ingredient,,0.075179,SMTT09464,PRKAB2,protein kinase AMP-activated non-catalytic subunit beta 2,
0.049839,ENSG00000181929,1.0,,By_ingredient,,0.090719,SMTT09466,PRKAG1,protein kinase AMP-activated non-catalytic subunit gamma 1,
0.049839,ENSG00000115592,1.0,,By_ingredient,,0.090719,SMTT09467,PRKAG3,protein kinase AMP-activated non-catalytic subunit gamma 3,
0.041708,ENSG00000184304,1.0,,By_ingredient,,0.083195,SMTT09474,PRKD1,protein kinase D1,
0.033507,ENSG00000132600,1.0,,By_ingredient,,0.075179,SMTT09486,PRMT7,protein arginine methyltransferase 7,
0.033507,ENSG00000142538,1.0,,By_ingredient,,0.075179,SMTT09608,PTH2,parathyroid hormone 2,
0.033507,ENSG00000144407,1.0,,By_ingredient,,0.075179,SMTT09609,PTH2R,parathyroid hormone 2 receptor,
0.025237,ENSG00000158079,1.0,,By_ingredient,,0.067052,SMTT09617,PTPDC1,protein tyrosine phosphatase domain containing 1,
0.041708,ENSG00000153707,1.0,,By_ingredient,,0.083195,SMTT09629,PTPRD,"protein tyrosine phosphatase, receptor type D",
0.033507,ENSG00000130021,1.0,,By_ingredient,,0.075179,SMTT09640,PUDP,pseudouridine 5'-phosphatase,
0.025237,ENSG00000134644,1.0,,By_ingredient,,0.067052,SMTT09641,PUM1,pumilio RNA binding family member 1,
0.016896,ENSG00000055917,1.0,,By_ingredient,,0.057825,SMTT09642,PUM2,pumilio RNA binding family member 2,
0.025237,ENSG00000105649,1.0,,By_ingredient,,0.067052,SMTT09700,RAB3A,"RAB3A, member RAS oncogene family",
0.049839,ENSG00000185379,1.0,,By_ingredient,,0.090719,SMTT09739,RAD51D,RAD51 paralog D,
0.016896,ENSG00000079337,1.0,,By_ingredient,,0.057825,SMTT09769,RAPGEF3,Rap guanine nucleotide exchange factor 3,
0.033507,ENSG00000172575,1.0,,By_ingredient,,0.075179,SMTT09786,RASGRP1,RAS guanyl releasing protein 1,
0.025237,ENSG00000100461,1.0,,By_ingredient,,0.067052,SMTT09807,RBM23,RNA binding motif protein 23,
0.041708,ENSG00000131051,1.0,,By_ingredient,,0.083195,SMTT09813,RBM39,RNA binding motif protein 39,
0.016896,ENSG00000120158,1.0,,By_ingredient,,0.057825,SMTT09836,RCL1,RNA terminal phosphate cyclase like 1,
0.041708,ENSG00000172023,1.0,,By_ingredient,,0.083195,SMTT09849,REG1B,regenerating family member 1 beta,
0.041708,ENSG00000172016,1.0,,By_ingredient,,0.083195,SMTT09850,REG3A,regenerating family member 3 alpha,
0.041708,ENSG00000143954,1.0,,By_ingredient,,0.083195,SMTT09851,REG3G,regenerating family member 3 gamma,
0.041708,ENSG00000134193,1.0,,By_ingredient,,0.083195,SMTT09852,REG4,regenerating family member 4,
0.008484,ENSG00000076043,1.0,,By_ingredient,,0.044522,SMTT09867,REXO2,RNA exonuclease 2,
0.049839,ENSG00000135002,1.0,,By_ingredient,,0.090719,SMTT09875,RFK,riboflavin kinase,
0.033507,ENSG00000148908,1.0,,By_ingredient,,0.075179,SMTT09897,RGS10,regulator of G protein signaling 10,
0.025237,ENSG00000076344,1.0,,By_ingredient,,0.067052,SMTT09898,RGS11,regulator of G protein signaling 11,
0.016896,ENSG00000159788,1.0,,By_ingredient,,0.057825,SMTT09899,RGS12,regulator of G protein signaling 12,
0.016896,ENSG00000127074,1.0,,By_ingredient,,0.057825,SMTT09900,RGS13,regulator of G protein signaling 13,
0.016896,ENSG00000169220,1.0,,By_ingredient,,0.057825,SMTT09901,RGS14,regulator of G protein signaling 14,
0.049839,ENSG00000143333,1.0,,By_ingredient,,0.090719,SMTT09902,RGS16,regulator of G protein signaling 16,
0.016896,ENSG00000150681,1.0,,By_ingredient,,0.057825,SMTT09903,RGS18,regulator of G protein signaling 18,
0.025237,ENSG00000171700,1.0,,By_ingredient,,0.067052,SMTT09904,RGS19,regulator of G protein signaling 19,
0.025237,ENSG00000147509,1.0,,By_ingredient,,0.067052,SMTT09905,RGS20,regulator of G protein signaling 20,
0.016896,ENSG00000253148,1.0,,By_ingredient,,0.057825,SMTT09906,RGS21,regulator of G protein signaling 21,
0.025237,ENSG00000138835,1.0,,By_ingredient,,0.067052,SMTT09907,RGS3,regulator of G protein signaling 3,
0.041708,ENSG00000143248,1.0,,By_ingredient,,0.083195,SMTT09908,RGS5,regulator of G protein signaling 5,
0.016896,ENSG00000182732,1.0,,By_ingredient,,0.057825,SMTT09909,RGS6,regulator of G protein signaling 6,
0.025237,ENSG00000182901,1.0,,By_ingredient,,0.067052,SMTT09910,RGS7,regulator of G protein signaling 7,
0.016896,ENSG00000135824,1.0,,By_ingredient,,0.057825,SMTT09911,RGS8,regulator of G protein signaling 8,
0.025237,ENSG00000177181,1.0,,By_ingredient,,0.067052,SMTT09945,RIMKLA,ribosomal modification protein rimK like family member A,
0.016896,ENSG00000166532,1.0,,By_ingredient,,0.057825,SMTT09946,RIMKLB,ribosomal modification protein rimK like family member B,
0.016896,ENSG00000023191,1.0,,By_ingredient,,0.057825,SMTT10004,RNH1,ribonuclease/angiogenin inhibitor 1,
0.049839,ENSG00000047936,1.0,,By_ingredient,,0.090719,SMTT10018,ROS1,"ROS proto-oncogene 1, receptor tyrosine kinase",
0.025237,ENSG00000089169,1.0,,By_ingredient,,0.067052,SMTT10026,RPH3A,rabphilin 3A,
0.033507,ENSG00000181031,1.0,,By_ingredient,,0.075179,SMTT10027,RPH3AL,rabphilin 3A like (without C2 domains),
0.033507,ENSG00000174444,1.0,,By_ingredient,,0.075179,SMTT10059,RPL4,ribosomal protein L4,
0.041708,ENSG00000148303,1.0,,By_ingredient,,0.083195,SMTT10063,RPL7A,ribosomal protein L7a,
0.041708,ENSG00000152464,1.0,,By_ingredient,,0.083195,SMTT10069,RPP38,ribonuclease P/MRP subunit p38,
0.049839,ENSG00000112306,1.0,,By_ingredient,,0.090719,SMTT10074,RPS12,ribosomal protein S12,
0.018907,ENSG00000167325,1.0,,By_ingredient,,0.060162,SMTT10109,RRM1,ribonucleotide reductase catalytic subunit M1,
0.049839,ENSG00000146374,1.0,,By_ingredient,,0.090719,SMTT10126,RSPO3,R-spondin 3,
0.041708,ENSG00000174891,1.0,,By_ingredient,,0.083195,SMTT10127,RSRC1,arginine and serine rich coiled-coil 1,
0.016896,ENSG00000026036,1.0,,By_ingredient,,0.057825,SMTT10132,RTEL1-TNFRSF6B,RTEL1-TNFRSF6B readthrough (NMD candidate),
0.041708,ENSG00000160753,1.0,,By_ingredient,,0.083195,SMTT10151,RUSC1,RUN and SH3 domain containing 1,
0.008484,ENSG00000163221,1.0,,By_ingredient,,0.044522,SMTT10168,S100A12,S100 calcium binding protein A12,
0.041708,ENSG00000143546,1.0,,By_ingredient,,0.083195,SMTT10177,S100A8,S100 calcium binding protein A8,
0.033507,ENSG00000163220,1.0,,By_ingredient,,0.075179,SMTT10178,S100A9,S100 calcium binding protein A9,
0.00795,ENSG00000170989,1.0,,By_ingredient,,0.043536,SMTT10181,S1PR1,sphingosine-1-phosphate receptor 1,
0.008484,,1.0,,By_ingredient,,0.044522,SMTT10185,SAA,,
0.041708,ENSG00000142230,1.0,,By_ingredient,,0.083195,SMTT10189,SAE1,SUMO1 activating enzyme subunit 1,
0.033507,ENSG00000184788,1.0,,By_ingredient,,0.075179,SMTT10205,SATL1,spermidine/spermine N1-acetyl transferase like 1,
0.033507,ENSG00000070031,1.0,,By_ingredient,,0.075179,SMTT10237,SCT,secretin,
0.033507,ENSG00000080293,1.0,,By_ingredient,,0.075179,SMTT10238,SCTR,secretin receptor,
0.041708,ENSG00000001617,1.0,,By_ingredient,,0.083195,SMTT10283,SEMA3F,semaphorin 3F,
0.049839,ENSG00000010319,1.0,,By_ingredient,,0.090719,SMTT10284,SEMA3G,semaphorin 3G,
0.041708,ENSG00000185033,1.0,,By_ingredient,,0.083195,SMTT10285,SEMA4B,semaphorin 4B,
0.033507,ENSG00000168758,1.0,,By_ingredient,,0.075179,SMTT10286,SEMA4C,semaphorin 4C,
0.041708,ENSG00000187764,1.0,,By_ingredient,,0.083195,SMTT10287,SEMA4D,semaphorin 4D,
0.033507,ENSG00000135622,1.0,,By_ingredient,,0.075179,SMTT10288,SEMA4F,ssemaphorin 4F,
0.049839,ENSG00000095539,1.0,,By_ingredient,,0.090719,SMTT10289,SEMA4G,semaphorin 4G,
0.033507,ENSG00000082684,1.0,,By_ingredient,,0.075179,SMTT10290,SEMA5B,semaphorin 5B,
0.041708,ENSG00000092421,1.0,,By_ingredient,,0.083195,SMTT10291,SEMA6A,semaphorin 6A,
0.033507,ENSG00000143434,1.0,,By_ingredient,,0.075179,SMTT10292,SEMA6C,semaphorin 6C,
0.033507,ENSG00000137872,1.0,,By_ingredient,,0.075179,SMTT10293,SEMA6D,semaphorin 6D,
0.033507,ENSG00000138623,1.0,,By_ingredient,,0.075179,SMTT10294,SEMA7A,semaphorin 7A (John Milton Hagen blood group),
0.049839,ENSG00000131171,1.0,,By_ingredient,,0.090719,SMTT10372,SH3BGRL,SH3 domain binding glutamate rich protein like,
0.006995,ENSG00000176974,1.0,,By_ingredient,,0.041499,SMTT10395,SHMT1,serine hydroxymethyltransferase 1,
0.006096,ENSG00000182199,1.0,,By_ingredient,,0.039057,SMTT10396,SHMT2,serine hydroxymethyltransferase 2,
0.008484,ENSG00000170145,1.0,,By_ingredient,,0.044522,SMTT10407,SIK2,salt inducible kinase 2,
0.025237,ENSG00000160584,1.0,,By_ingredient,,0.067052,SMTT10408,SIK3,SIK family kinase 3,
0.033507,ENSG00000187531,1.0,,By_ingredient,,0.075179,SMTT10415,SIRT7,sirtuin 7,
0.008484,ENSG00000081800,1.0,,By_ingredient,,0.044522,SMTT10438,SLC13A1,solute carrier family 13 member 1,
0.016896,ENSG00000007216,1.0,,By_ingredient,,0.057825,SMTT10439,SLC13A2,solute carrier family 13 member 2,
0.008484,ENSG00000158296,1.0,,By_ingredient,,0.044522,SMTT10440,SLC13A3,solute carrier family 13 member 3,
0.008484,ENSG00000164707,1.0,,By_ingredient,,0.044522,SMTT10441,SLC13A4,solute carrier family 13 member 4,
0.016896,ENSG00000036565,1.0,,By_ingredient,,0.057825,SMTT10460,SLC18A1,solute carrier family 18 member A1,
0.025237,ENSG00000164638,1.0,,By_ingredient,,0.067052,SMTT10514,SLC29A4,solute carrier family 29 member 4,
0.016896,ENSG00000164729,1.0,,By_ingredient,,0.057825,SMTT10540,SLC35G3,solute carrier family 35 member G3,
0.013531,ENSG00000123643,1.0,,By_ingredient,,0.052784,SMTT10541,SLC36A1,solute carrier family 36 member 1,
0.049839,ENSG00000063127,1.0,,By_ingredient,,0.090719,SMTT10596,SLC6A16,solute carrier family 6 member 16,
