P_value,Ensembl_id,FDR(Bonferroni),Protein_name,Relationship,UniProt_id,FDR(BH),Gene_id,Gene_symbol,Gene_name,Chromosome
0.046909,ENSG00000183665,1.0,,By_ingredient,,0.08824,SMTT11473,TRMT12,tRNA methyltransferase 12 homolog,
0.046909,ENSG00000250305,1.0,,By_ingredient,,0.08824,SMTT11479,TRMT9B,tRNA methyltransferase 9B (putative),
0.046909,ENSG00000126261,1.0,,By_ingredient,,0.08824,SMTT11597,UBA2,ubiquitin like modifier activating enzyme 2,
0.035391,ENSG00000144744,1.0,,By_ingredient,,0.076813,SMTT11598,UBA3,ubiquitin like modifier activating enzyme 3,
0.035391,ENSG00000081307,1.0,,By_ingredient,,0.076813,SMTT11599,UBA5,ubiquitin like modifier activating enzyme 5,
0.023735,ENSG00000033178,1.0,,By_ingredient,,0.065404,SMTT11601,UBA6,ubiquitin like modifier activating enzyme 6,
0.046909,ENSG00000182179,1.0,,By_ingredient,,0.08824,SMTT11602,UBA7,ubiquitin like modifier activating enzyme 7,
0.046909,ENSG00000143179,1.0,,By_ingredient,,0.08824,SMTT11662,UCK2,uridine-cytidine kinase 2,
0.035391,ENSG00000151116,1.0,,By_ingredient,,0.076813,SMTT11665,UEVLD,UEV and lactate/malate dehyrogenase domains,
0.023735,ENSG00000177169,1.0,,By_ingredient,,0.065404,SMTT11699,ULK1,unc-51 like autophagy activating kinase 1,
0.023735,ENSG00000135655,1.0,,By_ingredient,,0.065404,SMTT11727,USP15,ubiquitin specific peptidase 15,
0.046909,,1.0,,By_ingredient,,0.08824,SMTT11769,VARS1,,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT11777,VEGF,,
0.046909,ENSG00000106018,1.0,,By_ingredient,,0.08824,SMTT11787,VIPR2,vasoactive intestinal peptide receptor 2,
0.011939,,1.0,,By_ingredient,,0.050166,SMTT11880,XBP1P1,X-box binding protein 1 pseudogene 1,
0.046909,ENSG00000108039,1.0,,By_ingredient,,0.08824,SMTT11885,XPNPEP1,X-prolyl aminopeptidase 1,
0.035391,ENSG00000122121,1.0,,By_ingredient,,0.076813,SMTT11886,XPNPEP2,X-prolyl aminopeptidase 2,
0.004839,ENSG00000126215,1.0,,By_ingredient,,0.035513,SMTT11894,XRCC3,X-ray repair cross complementing 3,
0.006001,,1.0,,By_ingredient,,0.03895,SMTT11902,YARS1,,
0.046909,ENSG00000065978,1.0,,By_ingredient,,0.08824,SMTT11904,YBX1,Y-box binding protein 1,
0.011939,ENSG00000128245,1.0,,By_ingredient,,0.050166,SMTT11919,YWHAH,tyrosine 3-monooxygenase/tryptophan 5-monooxygenase activation protein eta,
0.035391,ENSG00000165861,1.0,,By_ingredient,,0.076813,SMTT12015,ZFYVE1,zinc finger FYVE-type containing 1,
0.035391,ENSG00000166140,1.0,,By_ingredient,,0.076813,SMTT12017,ZFYVE19,zinc finger FYVE-type containing 19,
0.023735,ENSG00000188372,1.0,,By_ingredient,,0.065404,SMTT12485,ZP3,zona pellucida glycoprotein 3,
